,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
75,Kevin Haro,@KevinHaro22,2021-09-02T21:53:05.000Z,"#EcuadorVsParaguay 
Flojito primer tiempo, nada de peligro ante un rival muy pobre, que claramente vino a empatar. 
Tendrá que mejorar mucho en el segundo tiempo . 
Ecuador  0 vs 0 Paraguay 
#EliminatoriasSudamericanas",,,,,,[],https://twitter.com/KevinHaro22/status/1433548561497665538
76,Nuestra Selección,@NuestraSelEc,2021-09-02T21:48:48.000Z,"[EN VIVO - #EliminatoriasQatar2022]

46’ Termina el PT. Ecuador no logra abrir el marcador.

 0-0  #ECUvsPAR",,,,,,['https://pbs.twimg.com/media/E-T71WMVcAAeDx8?format=jpg&name=small'],https://twitter.com/NuestraSelEc/status/1433547484421365760
77,José Díaz,@DiazYJose,2021-09-02T23:19:36.000Z,"Pellacini Fase#1: ""El pobre es pobre porque quiere""

Pellacini Fase#2: ""La cebolla blanca bajó de precio""

Pellacini Fase#3: ""A los 40 deberías estar 'creando' plazas de empleo""

Súper Pellacini: ""En Ecuador la familia más modesta tiene finca o barco""",,,9,152,317,[],https://twitter.com/DiazYJose/status/1433570333655715845
78,Marcas,@Marcas_LaRazon,2021-09-02T21:00:26.000Z,"#EliminatoriasQatar2022 
.
@LaRazon_Bolivia
Comienza el encuentro en #Quito entre Ecuador VS Paraguay #Fecha9",,,,,,['https://pbs.twimg.com/media/E-TwiZsVcA0aVRS?format=jpg&name=small'],https://twitter.com/Marcas_LaRazon/status/1433535309761765379
79,mediaticaec,@mediatica_ec,2021-09-02T19:41:53.000Z,"En #Portadas desde #ECUADOR: *Dialogamos con Martha Agila Palacios y Carlos Correa Granda Directores de la UTPL acerca de La UTPL celebra 45 años de su Modalidad Abierta y a Distancia*

Siga en directo su programa Portadas,",,,,,,"['https://pbs.twimg.com/media/E-TewxOXMAUbSz1?format=jpg&name=small', 'https://pbs.twimg.com/media/E-TeySxXIAkp1Xz?format=jpg&name=small']",https://twitter.com/mediatica_ec/status/1433515543143854088
80,Dr Samuel Suárez,@drsamuelsuarez,2021-09-02T20:56:33.000Z,"Quisiera estar allá apoyándote 
@selevinotinto
 pero desde la distancia te digo  #VamosVinotinto
#manotengofe 
#lapizarradepetro
 en Guayaquil, Ecuador https://instagram.com/p/CTVVzHFlNyd/?utm_medium=twitter…",,♥ 🍷 💛 💙 ❤ ⚽,,,,[],https://twitter.com/drsamuelsuarez/status/1433534331629326338
81,Juan Carlos Padilla Figueroa,@JuanCarlosPadiF,2021-09-02T20:09:16.000Z,Alineación de #Paraguay vs #Ecuador,,,,,2,['https://pbs.twimg.com/media/E-TlDkGVIAQZOR4?format=jpg&name=small'],https://twitter.com/JuanCarlosPadiF/status/1433522434087415811
82,Gabriela Franco,@GabrielaFrancoR,2021-09-02T22:57:39.000Z,Estrada !!! Te AME!!!! #EcuadorVsParaguay #Ecuador ,,😍 😍 😍 😍 😍 😍 😍 😍,,,,[],https://twitter.com/GabrielaFrancoR/status/1433564810990469122
83,RNC 103.3 FM,@RNC1033,2021-09-02T20:28:06.000Z,"Formaciones de #Ecuador y #Paraguay.
#EliminatoriasSudamericanas",,,,,,"['https://pbs.twimg.com/media/E-TpWgYVcAEXMJZ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TpXNpUYAIXhxh?format=jpg&name=360x360']",https://twitter.com/RNC1033/status/1433527174926159872
84,@JokerBSC 16,@JokerBSC,2021-09-02T23:19:14.000Z,"Joao Rojas luego de la Victoria de Ecuador contra Paraguay 

#Eliminatorias #EcuadorVsParaguay",,🌟 🌟,,12,27,['https://pbs.twimg.com/ext_tw_video_thumb/1433570173924040705/pu/img/Rez0mNesMxjJ-cDA.jpg'],https://twitter.com/Joker_BSC/status/1433570239371952131
85,WillianHerreraL,@WillianArturoH2,2021-09-02T20:02:13.000Z,El 11 de Ecuador vs Paraguay #EliminatoriasQatar2022,,,,,1,['https://pbs.twimg.com/media/E-TjcZ7XMAEeuYs?format=jpg&name=small'],https://twitter.com/WillianArturoH2/status/1433520661662666752
86,Intermediaecuador,@Intermediaec,2021-09-02T23:08:56.000Z,"#ATENCIÓN  I Espectacular Victoria de #Ecuador ante Paraguay 2 x 0 en #EliminatoriasSudamericanas rumbo al Mundial de Catar 
Goles de Torres y Estrada",,,,,,['https://pbs.twimg.com/media/E-UOLPWWQAM-SWW?format=jpg&name=small'],https://twitter.com/Intermediaec/status/1433567650014191625
87,A N T H O N Y,@BscThony,2021-09-02T22:00:30.000Z,"Lo mejor de Ecuador 

#ByronCastillo 
#EliminatoriasQatar2022",,,,1,,['https://pbs.twimg.com/media/E-T-hGTVcBMLDH6?format=jpg&name=small'],https://twitter.com/BscThony/status/1433550428579393570
88,Johnson Sáenz,@JohnsonSaenz,2021-09-02T20:12:19.000Z,El 11 titular de #Ecuador ante #Paraguay,,,,,,['https://pbs.twimg.com/media/E-TlwUyVgAEL2pi?format=jpg&name=medium'],https://twitter.com/JohnsonSaenz/status/1433523201980571648
89,Daniel,@Daniel53915403,2021-09-02T19:54:59.000Z,"#LaTrixECDF HOY ECU 3 PAR 0 
GOLES GONZALO PLATA DOBLETE DE ENNER VALENCIA
VAMOS MI ECUADOR",,,,,3,['https://pbs.twimg.com/media/E-ThwbHXsAQCdvM?format=jpg&name=small'],https://twitter.com/Daniel53915403/status/1433518838449049600
90,La Morlaquita Radio,@MorlaquitaRadio,2021-09-02T20:46:55.000Z,"Alineaciones confirmadas 
#Ecuador vs #Paraguay 
#EliminatoriasQatar2022 
#EliminatoriasSudamericanas 
¿Quién ganará el partido?
Dale  #Ecu 
Dale  #par",,❤ 🔁,,,2,"['https://pbs.twimg.com/media/E-TtqdcVcBcTvkP?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TtrHNVcAMr5TV?format=jpg&name=360x360']",https://twitter.com/MorlaquitaRadio/status/1433531910584627224
91,Nisael,@NisaelML,2021-09-02T21:21:22.000Z,"Alfaro está experimentando una formación con 3 en el fondo. Hasta el momento todos se sienten incómodos. 
#Ecuador #EliminatoriasSudamericanas",,,,,,[],https://twitter.com/NisaelML/status/1433540578621468675
92,Vladimir Cárdenas,@VladCard8,2021-09-02T22:58:48.000Z,"#Ecuador 2 - Paraguay 0. E
@CONMEBOL
 #Eliminatorias #EliminatoriasSudamericanas  #EliminatoriasQatar2022",,,,,1,['https://pbs.twimg.com/media/E-UL2-4VQBQjkQy?format=jpg&name=small'],https://twitter.com/VladCard8/status/1433565098694508547
93,Debate del Fútbol Ecuatoriano,@DebateFutbolEc,2021-09-02T21:38:30.000Z,#Ecuador cero tiros al arco en 35 minutos.,,,,,,['https://pbs.twimg.com/media/E-T5ew-VcC4jslt?format=jpg&name=small'],https://twitter.com/DebateFutbolEc/status/1433544891359842307
94,LA VOZ DE DAULE,@LAVOZDEDAULE,2021-09-02T19:33:54.000Z,"Atento #Ecuador 

‍ Los exportadores de camarón, banano, cacao y plátano apoyan el acercamiento del presidente 
@LassoGuillermo
 con su homólogo chino, Xi Jinping, para  fortalecer la cooperación bilateral y analizar un posible acuerdo de libre comercio con ese país.",,👁 🗨,,,2,"['https://pbs.twimg.com/media/E-Tc9YaWQAM8ote?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-Tc9jUWUAIt9Ou?format=jpg&name=360x360']",https://twitter.com/LAVOZDEDAULE/status/1433513533032042503
95,Melissa,@Melissa04602756,2021-09-02T22:51:48.000Z,Goolllll vamos #Ecuador si se puede.................. !!!!!!!,,,,,2,['https://pbs.twimg.com/media/E-UKQbuVEAAjDDP?format=jpg&name=small'],https://twitter.com/Melissa04602756/status/1433563335593705472
96,Christopher Bayas,@christoherb,2021-09-02T22:49:09.000Z,"Gooooool vamos #Ecuador mi País 
#EliminatoriasQatar2022",,,,,1,[],https://twitter.com/christoherb/status/1433562668846104585
97,Fuente Deportiva,@deportiva2021,2021-09-02T23:02:42.000Z,#EliminatoriasSudamericanas Ecuador cosecha un triunfo de oro ante Paraguay,,,,,,['https://pbs.twimg.com/media/E-UMulKUUAEi2j-?format=jpg&name=small'],https://twitter.com/deportiva2021/status/1433566080341983235
98,DIARIO HERNAN MIX,@NOTICIASESMERA1,2021-09-02T21:33:15.000Z,"Minuto 30' 32'
0-0 #ecuador vs #Paraguay",,📰 🌎,,,1,['https://pbs.twimg.com/media/E-T4FclVcCwhDUo?format=png&name=small'],https://twitter.com/NOTICIASESMERA1/status/1433543569722122242
99,SEBASTIAN CASTILLO,@shabitafly,2021-09-02T19:31:59.000Z,vamos Tri si se puede con huevos muchachos #LaTrixECDF,,,,1,2,['https://pbs.twimg.com/media/E-TchimWQAQGH3z?format=jpg&name=small'],https://twitter.com/shabitafly/status/1433513052545159170
100,Calefutboleros (Christian Sánchez),@Calefutboleros,2021-09-02T22:49:18.000Z," 88'. Desborde por izquierda y #FélixTorres abre el score en el final. Mezquino el elenco guaraní.
#Ecuador - #Paraguay",,🕐,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1433562667847798786/pu/img/bhmB5vHVNvsU75sn.jpg'],https://twitter.com/Calefutboleros/status/1433562705860960259
101,Ernesto Fuentes,@Efuentesec,2021-09-02T22:55:31.000Z,"No hablaron de la Banca, créditos, baja de tasas, del desempleo, de la reactivación post pandemia, de medidas apoyo EMERGENTE para evitar quiebra de Mipymes, etc. Se fueron por las ramas, en trivialidades. Faltó contenido Don Alfonso y Presidente Lasso. 
@LassoGuillermo
 #Ecuador",,,1,18,21,[],https://twitter.com/Efuentesec/status/1433564271409971200
102,Zona 14,@Zona14fc,2021-09-02T22:58:26.000Z,"Victoria con suspenso de la ""Tri""
Un Ecuador deslucido y monótono que le costó quebrantar el bloque defensivo que propuso Paraguay
Cabezaso en el minuto 88 de Félix Torres y golazo de Michael Estrada en el 95' que ponen a Ecuador segundo en la tabla de posiciones.",,😬 💥 ⚽,,,1,['https://pbs.twimg.com/media/E-ULxltVQCM7SWk?format=jpg&name=small'],https://twitter.com/Zona14fc/status/1433565005488672772
103,Jean,@Jean_7jene,2021-09-02T22:39:59.000Z,"Angel Mena 1 partido bueno, 20 partidos malos en #Latri #Ecuador",,,,,,[],https://twitter.com/Jean_7jene/status/1433560364398956545
104,Jossue Villalta 10,@jossue_villalta,2021-09-02T23:08:49.000Z,Y AHORAAAAAA? Y AHORAAAAAA? Que dirán? GRACIAS BYRON CASTILLO POR DEMOSTRAR LOS HUEVOS DE UN ECUATORIANO! POR SUDAR LA CAMISETA ! SOLO TÚ SABES CUANTO LLORASTE Y BATALLASTE ! TE MERECES ESO Y MUCHO MÁS ! #LaTri #EcuadorVsParaguay #EliminatoriasQatar2022 #Ecuador,,,,2,8,['https://pbs.twimg.com/media/E-UOJlxWUAAvW1Z?format=jpg&name=medium'],https://twitter.com/jossue_villalta/status/1433567621182525442
105,Garmo Click,@ClickGarmo,2021-09-02T21:16:06.000Z,"Esta noche, la  Selección Mexicana 
@miseleccionmx
   comenzará su camino rumbo a #Qatar2022. Tendrá su debut en las Eliminatorias #Concacaf, ante Jamaica en punto de las 9 de la noche.","ARRANCA TRI LAS ELIMINATORIAS RUMBO A QATAR 2022
Esta noche, la Selección Mexicana comenzará su camino rumbo a Qatar 2022. Tendrá su debut en las Eliminatorias Concacaf, ante Jamaica en punto de las 9 de la noche. Gerardo Martino ya tiene confirm...
garmoclick.com",,,,,['https://pbs.twimg.com/card_img/1433538959838257152/wiir-Qiw?format=jpg&name=small'],https://twitter.com/ClickGarmo/status/1433539254588788736
106,Bruh,@IronSua,2021-09-02T21:13:48.000Z,"Ecuador juega con linea de 3 atras. Leon, Arreaga y Torres. Primer partido de Eliminatorias que sale del esquema 442. Saludos para Pipa  
@Grillodelgol
  #ClasificatoriasXCHV",,,,,,[],https://twitter.com/IronSua/status/1433538672964497410
107,Una Más y Te Expulso,@UmytexOficial,2021-09-02T20:57:29.000Z,"Alineaciones de
 Paraguay  y Ecuador 
#Qatar2022 
#EliminatoriasSudamericanas #EliminatoriasQatar2022",,,,,,"['https://pbs.twimg.com/media/E-TwFTuVEAY9zdN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TwFxoVIAEaRVv?format=jpg&name=360x360']",https://twitter.com/UmytexOficial/status/1433534567407919106
108,vissionalien,@vissionalien,2021-09-02T21:09:43.000Z,"#Nacional El Ecuador de Lasso 

#GobiernoDelEncuentro #Pachakutik #AsambleaNacional #GuillermoLasso",,🚨 🚨,,,,['https://pbs.twimg.com/media/E-Ty39EVgAMD3nl?format=jpg&name=small'],https://twitter.com/vissionalien/status/1433537647935299585
109,𝔻𝕣. 𝕄𝕒𝕟𝕙𝕒𝕥𝕥𝕒𝕟,@jobet,2021-09-02T22:15:38.000Z,"Qué nivel el de Gaibor frente a Paraguay. 

#Ecuador",,🐚,,,1,['https://pbs.twimg.com/media/E-UB-tGVEAMNCMK?format=jpg&name=small'],https://twitter.com/jobet/status/1433554235778555904
110,Jean,@Jean_7jene,2021-09-02T22:48:33.000Z,Goooooooool de mi país gooooool vamos  #Ecuador #Latri,,,,,1,[],https://twitter.com/Jean_7jene/status/1433562520359342082
111,Revista Infoguía Ecuador,@InfoguiaEcuador,2021-09-02T23:53:29.000Z,"#QUITO  y su belleza  #centrohistorico 
#quitoecuador  #quitoturismo",,,,,,['https://pbs.twimg.com/media/E-UYX8yX0AQydFS?format=jpg&name=small'],https://twitter.com/InfoguiaEcuador/status/1433578859304263684
112,Jostin Pereira,@JostinPereira3,2021-09-02T21:18:21.000Z,Reborn tendencia en Ecuador  #GraciasReborn por todo.,,✨,,,,['https://pbs.twimg.com/media/E-T03a2VcAQj4Qx?format=jpg&name=small'],https://twitter.com/JostinPereira3/status/1433539817527255047
113,Teleradio 1350 AM,@teleradioec,2021-09-02T20:09:45.000Z,"¡EL EQUIPO DE TODOS!

Este es el once de #Ecuador para recibir a #Paraguay en el estadio Rodrigo Paz, por la Fecha 9 de #EliminatoriasSudamericanas",,📝,,4,,['https://pbs.twimg.com/media/E-TlKoIXEAEpotY?format=jpg&name=small'],https://twitter.com/teleradioec/status/1433522554627444737
114,EL 7 HIJOS,@Patocisneros_ec,2021-09-02T20:58:05.000Z,Vamos mi Ecuador del alma!!!  #LaTrixECDF,"The following media includes potentially sensitive content. Change settings
View",,,,1,[],https://twitter.com/Patocisneros_ec/status/1433534719451275265
115,Ani || GANÓ ECUADOR,@ani_aldas28,2021-09-02T23:10:34.000Z,HOY SE CHUPA PORQIE ECUADOR GANÓ,,💛 💙 ❤,1,4,8,['https://pbs.twimg.com/media/E-UOjRvVcAAuzPH?format=jpg&name=small'],https://twitter.com/ani_aldas28/status/1433568061341249540
116,Andrés Morales,@AndresMorales_C,2021-09-02T20:23:51.000Z,"#Ecuador y #Paraguay en cancha para el duelo de las 16:00. 

Entrada en calor..",,,,,,"['https://pbs.twimg.com/media/E-ToYnkUUAIimcC?format=jpg&name=small', 'https://pbs.twimg.com/media/E-ToZMjVkAEehem?format=jpg&name=small']",https://twitter.com/AndresMorales_C/status/1433526104095027204
117,Dante Antonio Lima,@dantelima24,2021-09-02T20:19:40.000Z,#EliminatoriasSudamericanas Así forman #Ecuador y #Paraguay.,,,,,,"['https://pbs.twimg.com/media/E-TnbjiVcAMDNsS?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-Tnb-5VIAYi6LZ?format=jpg&name=360x360']",https://twitter.com/dantelima24/status/1433525051932958720
118,El último espartano,@espartan_300,2021-09-02T21:16:31.000Z,"VAMOS ECUADOR CARAJO!!! 

Por gusto 

#LaTri #EliminatoriasQatar2022  #EcuadorVsParaguay",,😒,,,,['https://pbs.twimg.com/media/E-T0cSuVUAIyWU9?format=jpg&name=small'],https://twitter.com/espartan_300/status/1433539356069933056
119,Adolfokastro,@adolfocastrob,2021-09-02T23:06:28.000Z,"Gool de Estrada , #Ecuador  2 & #Paraguay 0 #EliminatoriasSudamericanas",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1433566821815181315/pu/img/KcjLTMUrsKi8OEYA.jpg'],https://twitter.com/adolfocastrob/status/1433567027789185029
120,HAT TRICK TV,@HAT_TRICK_TV,2021-09-02T23:21:37.000Z,"¡PASO A PASO MUCHACHOS!

Ecuador se queda con los 3 puntos en casa.

#SiSePuede #Eliminatorias #Qatar2022 #CONMEBOL",,🔥 ⚽,,,,['https://pbs.twimg.com/media/E-URFTjXsAksDFu?format=jpg&name=small'],https://twitter.com/HAT_TRICK_TV/status/1433570842164801537
121,CorazonyPasesCortos,@CorazonyPases,2021-09-02T20:30:01.000Z,#EliminatoriasQatar2022 | Formaciones de #Ecuador y #Paraguay.,,,,1,,"['https://pbs.twimg.com/media/E-Tpp8qVEAAKDv1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TptMZUYAA5fFW?format=jpg&name=360x360']",https://twitter.com/CorazonyPases/status/1433527656788606976
122,Anthony Arce,@AnthonyArkien17,2021-09-02T22:14:52.000Z,"#Ecuador salió más enchufado, con más chispa, con ganas.
Cambios ChiquiXPervis y PlatitaxRojas.
#EliminatoriasQatar2022",,,,,,[],https://twitter.com/AnthonyArkien17/status/1433554041691332610
123,A N T H O N Y,@BscThony,2021-09-02T22:06:23.000Z,"Todo el Ecuador lo pide 
@LaTri
 #GPlata
#EliminatoriasSudamericanas #EliminatoriasQatar2022",,,,,,['https://pbs.twimg.com/media/E-T_3LEVcA06DTA?format=jpg&name=small'],https://twitter.com/BscThony/status/1433551907495157760
124,JRE Ecuador,@JRE_Ecuador,2021-09-02T23:21:17.000Z,"FELICITAMOS A LA SELECCIÓN, pero hay cosas que no se olvidan.
#Ecuador #EcuadorVsParaguay #EliminatoriasQatar2022",,,,3,13,['https://pbs.twimg.com/media/E-URASdWQAI-63s?format=jpg&name=small'],https://twitter.com/JRE_Ecuador/status/1433570755254669313
125,𝙳𝚊𝙻𝚎𝚡𝚁,@romerod88,2021-09-02T23:03:46.000Z,"No sé ustedes pero yo me quedo con esta imagen. 

Grande mi #Ecuador 
#EliminatoriasQatar2022 ",,,,,1,['https://pbs.twimg.com/media/E-UM_VKUcAE_g4X?format=jpg&name=small'],https://twitter.com/romerod88/status/1433566347083108353
126,Una Más y Te Expulso,@UmytexOficial,2021-09-02T20:53:26.000Z,"Hoy por las Eliminatorias Sudamericanas 
Ecuador vs Paraguay
Hoy a las 16:00
#Qatar2022 
#EliminatoriasSudamericanas 
#EliminatoriasQatar2022",,,,,,['https://pbs.twimg.com/media/E-TvKdKVcAMKAXq?format=jpg&name=small'],https://twitter.com/UmytexOficial/status/1433533546925334532
127,Andrew RuizR,@AndrewRuizR,2021-09-02T22:46:59.000Z,#Ecuador 0  #Paraguay 0 en 87 minutos #EliminatoriasQatar2022,,,,,,['https://pbs.twimg.com/media/E-UJJuvUcAc2vyd?format=jpg&name=small'],https://twitter.com/AndrewRuizR/status/1433562123293048832
128,Patriota Ecuador #ConLaMafiaNoTeUnes,@patriotaEcuador,2021-09-02T23:57:27.000Z,"APOYEN A FERNANDO VILLAVICENCIO #EcuadorEsFernandoVillavicencio
#FueraCerdayBella
#EcuadorApoyaAVillavicencio
#EcuadorEsFernandoVillavicencio
#FueraCerdayBella
#EcuadorApoyaAVillavicencio",,🥊,1,2,2,"['https://pbs.twimg.com/media/E-UZRsbXIAAx3Km?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-UZSQiXsAAaiVI?format=jpg&name=360x360']",https://twitter.com/patriotaEcuador/status/1433579860111282177
129,DM Todo Fútbol,@DMTodofutbol,2021-09-02T20:16:18.000Z,"Alineación #Ecuador 
@LaTri",,,1,,,['https://pbs.twimg.com/media/E-TmqqVVcBsYz5a?format=jpg&name=small'],https://twitter.com/DMTodofutbol/status/1433524204918304768
130,Jonnathan Sanmartin,@monigo7e,2021-09-02T23:21:52.000Z,#EliminatoriasQatar2022 #LaTri #EcuadorVsParaguay  belleza carajo Bien Ecuador  nada como vivirlo en el estadio,,,,,4,['https://pbs.twimg.com/ext_tw_video_thumb/1433570703979200517/pu/img/8nw1JyYbqNo4Vy7L.jpg'],https://twitter.com/monigo7e/status/1433570905112948737
131,DM Todo Fútbol,@DMTodofutbol,2021-09-02T21:01:01.000Z,"ARRANCA el partido!!!!
#Ecuador - #Paraguay",GIF,,,,,['https://pbs.twimg.com/tweet_video_thumb/E-Tw2cbVcBAd0QY.jpg'],https://twitter.com/DMTodofutbol/status/1433535456440832002
132,Cecy,@CecyGonzalezok,2021-09-02T22:47:10.000Z,"#EliminatoriasEnTyCSports mirando el partido de Ecuador  Paraguay  por canal  
@TyCSports
 ",,🌸 🌸 🆚 😁 😎,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1433561906040561670/pu/img/lIr-JJiotMiKpqVz.jpg'],https://twitter.com/CecyGonzalezok/status/1433562169505878016
133,UV TELEVISIÓN.,@UVtelevision,2021-09-02T19:38:24.000Z,"#ECUADOR | Se niega la acción de protección que presentó #FreddyCarrión en contra de 
@VillaFernando_
.",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1433514408945324033/pu/img/YO2fO9Ak_4zxOzMV.jpg'],https://twitter.com/UVtelevision/status/1433514666513379336
134,Leonora,@LeonoraPatrici1,2021-09-02T20:57:26.000Z,"#sismo M4.3,  Peru-ecuador Border Region.",,,,,,['https://pbs.twimg.com/media/E-TwFEzXEAEgZEs?format=jpg&name=small'],https://twitter.com/LeonoraPatrici1/status/1433534554011275267
135,david lema,@1_Boldalem,2021-09-02T21:39:28.000Z,"#EliminatoriasEnTyCSports la razón por la cual no fue todo el aforo permitido para el partido Ecuador vs Paraguay, es por los excesivos precios q se pusieron.",,,,,1,['https://pbs.twimg.com/media/E-T5suEVUAEvuUB?format=jpg&name=small'],https://twitter.com/1_Boldalem/status/1433545132540710912
136,Gustavo Mateus Acosta,@GustavoMateusA,2021-09-02T19:54:48.000Z,".
@LassoGuillermo
 desconoce la realidad que vive nuestro país, #Ecuador va más allá de su entorno millonario. Los indicadores de pobreza, desempleo y migración aumentan cada día. Gobierne para los ecuatorianos modestos, sólo dueños del hambre, la desesperación y el desempleo!",,,14,43,54,['https://pbs.twimg.com/ext_tw_video_thumb/1433518252014047232/pu/img/blbT1opIhl7MSy4L.jpg'],https://twitter.com/GustavoMateusA/status/1433518793171558412
137,Jean,@Jean_7jene,2021-09-02T22:54:58.000Z,Golazooooooo de Estrada golazooooooo #Ecuador #Latri,,,,,1,[],https://twitter.com/Jean_7jene/status/1433564135619379200
138,Deporte Manaba,@DeporteManaba,2021-09-02T20:27:32.000Z,"Formaciones de #Ecuador y #Paraguay.
#EliminatoriasSudamericanas",,,,,,"['https://pbs.twimg.com/media/E-TpOAdUUAAlj7a?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TpOvBVcAQNiBN?format=jpg&name=360x360']",https://twitter.com/DeporteManaba/status/1433527029832601605
